,data,flag
2865,"home prices still falling in january home prices are falling in most major u.s. cities, and the average prices in four of them are at their lowest point in 11 years.",3
2866,big medical groups begin patient data-sharing project five big medical groups are creating a consortium to share patient data electronically.,3
2867,"new-home sales rise in march, but rate is still low new-home sales rose 11% in marchto a seasonally adjusted rate of 300,000 homes. that follows three straight monthly declines.",3
2868,"u.s. issues second post-spill drill permit in gulf the government has given bhp billiton the second new permit to drill in the gulf of mexico since the macondo oil spill, the bureau of ocean energy management said on saturday.",3
2869,crude oil settles at $105.60 a barrel oil traded as high as $106.69 a barrel thursday in a nervous and uncertain energy market.,3
2870,"bank overdraft fees pile up despite fed regulation consumers continue to spend billions on overdraft protection fees, despite a new federal reserve regulation that requires banks to obtain customers' ...",3
2871,"brent crude falls on japan pessimism, mideast brent crude fell more than $1 on monday to below $113 on investor pessimism that economic growth will slow in the wake of japan's earthquake and tsunami, while easing unrest in...",3
2872,france's christine lagarde launches bid for imf leadership french finance minister christine lagarde on wednesday launched her bid to lead the international monetary fund.,3
2873,w.t.o. rules u.s. subsidies for boeing unfair research grants from nasa used to developed lightweight composites are cited in the world trade organization's report.,3
2874,"nasdaq open to selling amex in nyse bid: source nasdaq omx group inc  told investors it could sell nyse euronext's  american stock exchange and offer a break-up fee to overcome antitrust concerns in its $11.3 billion bid for the big board parent, a source familiar with the situation said on friday.",3
2875,"oil rises on technicals, libya uncertainy, mideast crude oil prices rose on tuesday in technical, thin trading and lifted by stronger equities and lowered expectations about a quick return of libya's oil exporting capabilities.",3
2876,"in battle of the bulbs, one based on tv tubes the vu1 corporation, a technology start-up in new york, offers an alternative to the harsh light of compact fluorescents and the high price of led lamps.",3
2877,ireland says banks need further 24 billion euros ireland tried to draw a line under its financial crisis on thursday by saying its banks need a further 24 billion euros ($34.11 billion) to withstand further economic shocks.,3
2878,high rental car gas prices irk many travelers many frequent travelers are convinced rental car companies make a bundle off gasoline. but companies say they sell it as a convenience to cu ...,3
2879,augusta national app is a trusty stroke for the masters the new masters golf tournament app for the ipad is the perfect playing partner for golf fans during this week's golf tournament from augusta ...,3
2880,wall street ends at one-month low on euro-debt worries u.s. stocks closed at their lowest levels in a month on monday in a sign of increasing doubt that equity markets can weather recent weakness in global manufacturing and demand.,3
2881,"listing gun owners might help criminals the economics of crime suggest that making lists of registered gun owners public would help criminals, an economist writes.",3
2882,ireland says banks need further 24 billion euros ireland tried to draw a line under its financial crisis on thursday by saying its banks need a further 24 billion euros ($34.11 billion) to withstand further economic shocks.,3
2883,"nasdaq open to selling amex in nyse bid: source nasdaq omx group inc  told investors it could sell nyse euronext's  american stock exchange and offer a break-up fee to overcome antitrust concerns in its $11.3 billion bid for the big board parent, a source familiar with the situation said on friday.",3
2884,back to the future for at&t at&t is once again inciting worry that competition and consumers will suffer from the deal to buy t-mobile for $39 billion.,3
2885,w.t.o. rules u.s. subsidies for boeing unfair research grants from nasa used to developed lightweight composites are cited in the world trade organization's report.,3
2886,moody's warns that it might downgrade japan's debt the ratings agency said it was concerned about japan's growth prospects and its ability to reduce its deficit.,3
2887,"new glencore board to decide on xstrata merger: report bringing swiss miners glencore  and xstrata  together would add value but is not on the agenda at the moment, glencore chief executive ivan glasenberg said in a newspaper interview on saturday.",3
2888,"mckinsey in uncomfortable rajaratnam trial glare even after former mckinsey &amp; co global head rajat gupta retired in 2007, he used its new york office and had an executive assistant, email address and phone at the elite management consultancy.",3
2889,"special report: is buffett's teflon finally wearing off? aside from maybe the odd cheeseburger stain on his tie, nothing much sticks to warren buffett.",3
2890,"service sector growth slows in april: ism the pace of growth in the u.s. services sector unexpectedly eased in april to its lowest level since august 2010, according to an industry report released on wednesday.",3
2891,"price of crude oil falls again, but analysts warn it will remain at lofty levels the price of oil is still almost 30 percent higher than a year ago. 'this is a correction, and not a shift in trend,' one analyst said of the recent fall in prices.",3
2892,"homebuilder sentiment slips in april u.s. homebuilder sentiment slipped a notch in april as home prices continued to fall in most areas of the country amid widespread foreclosures, a survey released on monday showed.",3
2893,"inspectors say greece missed all fiscal targets: magazine greece has missed all fiscal targets agreed under its bailout plan, a mission from an international inspection team found, putting further funding for athens at risk, according to a german magazine.",3
2894,obama nominates john bryson to be commerce secretary president obama has chosen businessman john bryson to lead the commerce department.,3
2895,"u.s. plans to exempt forex swaps from new rules in a big win for business, the treasury proposed on friday to exempt commonly used foreign exchange swaps and forwards from the most onerous new rules for the derivatives market.",3
2896,"debt ceiling debate may create opportunity for investors investors who have been waiting for a pullback in stock prices have gotten it, partially thanks to the debt ceiling debate.",3
2897,austria backs lagarde for imf job austrian finance minister maria fekter backed french counterpart christine lagarde for the top job at the international monetary fund and threw her weight behind austrian banks in the debate over new capital rules.,3
2898,"china pushes u.s. on debt ahead of high-level talks china, wielding its huge dollar holdings, on friday pressed washington to tackle its huge fiscal deficit and said it would raise the issue of discrimination against chinese investors at high-level talks next week.",3
2899,"apple earnings nearly double, helped by iphone apple on wednesday reported another exceptional quarter, nearly doubling its net income.",3
2900,"the news, in bright bits the week, with its bite-size articles, the full arc of opinion and a skinny format is growing where other newsweeklies are lagging.",3
2901,boeing to cut 510 jobs as shuttle program winds down boeing co  will lay off about 510 employees in its space exploration division as the united states' space shuttle program draws to a close.,3
2902,"apple earnings nearly double, helped by iphone apple on wednesday reported another exceptional quarter, nearly doubling its net income.",3
2903,"fidelity: health care overhaul will cut retiree health costs a 65-year-old couple retiring this year will spend $230,000, on average, on medical expenses, down 8% from a year ago, according to fidelity ...",3
2904,"it came out of the viral media swamp an old-time movie mogul will market ""creature"" by connecting with fans on the backroads of the internet.",3
2905,wall street pulls back slightly on growth concerns u.s. stocks dipped in light volume on tuesday as lingering concerns about a slowdown in growth more than offset gains in energy shares.,3
2906,"detroit's rebound is built on smaller cars the american auto industry has made small cars a central part of its strategy, seeking to capitalize on a shift in the preferences of consumers in an era of high gas prices.",3
2907,"wal-mart ceo seeing progress in the u.s. business wal-mart stores inc  is making progress bringing items and shoppers back to its u.s. stores, and turning around u.s. sales remains its top priority, president and chief executive mike duke said on tuesday.",3
2908,"new york manufacturing and employment rise manufacturing in new york state rose to a nine-month high in march, but a sharp slowing in new orders suggested that economic growth could be less robust in future months.",3
2909,"fidelity: health care overhaul will cut retiree health costs a 65-year-old couple retiring this year will spend $230,000, on average, on medical expenses, down 8% from a year ago, according to fidelity ...",3
2910,boeing to cut 510 jobs as shuttle program winds down boeing co  will lay off about 510 employees in its space exploration division as the united states' space shuttle program draws to a close.,3
2911,"oil falls in low volume as libyan rebels gain ground u.s. crude fell on monday for a third day in the lowest trading volume of the year, as libyan rebels regained key territory and redoubled efforts to resume oil exports from the opec country.",3
2912,"the news, in bright bits the week, with its bite-size articles, the full arc of opinion and a skinny format is growing where other newsweeklies are lagging.",3
2913,"pending home sales rose 5.1 percent in march pending sales of existing u.s. homes were much stronger than expected in march and a homebuilding company trimmed losses, offering faint glimmers of hope for the depressed u.s. housing market.",3
2914,"uruguay economy grew 6.5 percent in 4th-quarter 2010 uruguay's economy grew by 6.5 percent in the last quarter of 2010 compared with the year-earlier period, while full-year growth came in at 8.5 percent, the central bank said on...",3
2915,oil falls after libya calls halt to military action oil prices fell on friday after libyan leader muammar gaddafi's government said it would halt military action in response to a u.n. resolution for an immediate ceasefire.,3
2916,"u.s. plans to exempt forex swaps from new rules in a big win for business, the treasury proposed on friday to exempt commonly used foreign exchange swaps and forwards from the most onerous new rules for the derivatives market.",3
2917,"australia's economy contracts most in 20 years annual growth in gross domestic product slowed to 1 percent, down from 2.7 percent. but the outlook is positive, thanks to a strong mining sector and the likely rebound after disasters at home and abroad.",3
2918,obama nominates john bryson to be commerce secretary president obama has chosen businessman john bryson to lead the commerce department.,3
2919,austria backs lagarde for imf job austrian finance minister maria fekter backed french counterpart christine lagarde for the top job at the international monetary fund and threw her weight behind austrian banks in the debate over new capital rules.,3
2920,sec seeks tighter rules for agencies rating debt federal regulators advanced tighter rules wednesday for agencies that rate the debt of companies and governments.,3
2921,more people ditching home phone for mobile more than one-fourth of u.s. homes have cut the landline and now use cellphones.,3
2922,local officials plead to senate not to cut grants cities and counties are pressing the congress to drop proposals that would slash funding for an almost $4 billion federal grant program they say creates thousands of jobs.,3
2923,"oil rises as yemen unrest escalates, dollar falls oil prices rose on tuesday as unrest in yemen threatened to crimp energy exports from the gulf region and potentially spill over into neighboring saudi arabia.",3
2924,"warner music suitor's record of deal-making len blavatnik is the leading bidder for the music company. but his last big buyout, of the chemical company lyondell, ended in bankruptcy.",3
2925,"apple earnings nearly double, helped by iphone apple on wednesday reported another exceptional quarter, nearly doubling its net income.",3
2926,"china pushes u.s. on debt ahead of high-level talks china, wielding its huge dollar holdings, on friday pressed washington to tackle its huge fiscal deficit and said it would raise the issue of discrimination against chinese investors at high-level talks next week.",3
2927,"detroit's rebound is built on smaller cars the american auto industry has made small cars a central part of its strategy, seeking to capitalize on a shift in the preferences of consumers in an era of high gas prices.",3
2928,"warner music suitor's record of deal-making len blavatnik is the leading bidder for the music company. but his last big buyout, of the chemical company lyondell, ended in bankruptcy.",3
2929,more people ditching home phone for mobile more than one-fourth of u.s. homes have cut the landline and now use cellphones.,3
2930,how bernanke answered your questions how the fed chairman addressed points raised by economix readers when he met the press.,3
2931,wall street pulls back slightly on growth concerns u.s. stocks dipped in light volume on tuesday as lingering concerns about a slowdown in growth more than offset gains in energy shares.,3
2932,"wal-mart ceo seeing progress in the u.s. business wal-mart stores inc  is making progress bringing items and shoppers back to its u.s. stores, and turning around u.s. sales remains its top priority, president and chief executive mike duke said on tuesday.",3
2933,"australia's economy contracts most in 20 years annual growth in gross domestic product slowed to 1 percent, down from 2.7 percent. but the outlook is positive, thanks to a strong mining sector and the likely rebound after disasters at home and abroad.",3
2934,"detroit's rebound is built on smaller cars the american auto industry has made small cars a central part of its strategy, seeking to capitalize on a shift in the preferences of consumers in an era of high gas prices.",3
2935,"mutual funds report: first quarter how domestic equities fared during troubles abroad, the success of commodities and more.",3
2936,"uruguay economy grew 6.5 percent in 4th-quarter 2010 uruguay's economy grew by 6.5 percent in the last quarter of 2010 compared with the year-earlier period, while full-year growth came in at 8.5 percent, the central bank said on...",3
2937,"ab inbev beer sales drop on brazil rain, u.s. jobs anheuser-busch inbev , the world's largest brewer, suffered a first drop in beer sales for a year and half as price hikes, rain in brazil and high u.s. unemployment deterred drinkers.",3
2938,"mtv chief to step down viacom said that judy mcgrath, the chief executive and chairwoman of mtv networks, is leaving and that a replacement has not been named.",3
2939,"pending home sales rose 5.1 percent in march pending sales of existing u.s. homes were much stronger than expected in march and a homebuilding company trimmed losses, offering faint glimmers of hope for the depressed u.s. housing market.",3
2940,"lehman targets november 17 to win bankruptcy plan ok lehman brothers holdings inc  said it hopes to win court approval of its reorganization plan in mid-november, more than three years after filing the largest bankruptcy in u.s....",3
2941,france's christine lagarde launches bid for imf leadership french finance minister christine lagarde on wednesday launched her bid to lead the international monetary fund.,3
2942,"bank overdraft fees pile up despite fed regulation consumers continue to spend billions on overdraft protection fees, despite a new federal reserve regulation that requires banks to obtain customers' ...",3
2943,"costly fighter under fire from lawmakers lockheed martin corp's  increasingly costly f-35 joint strike fighter is testing congressional support, with top senators calling on the pentagon to offer alternatives.",3
2944,bankrate's journey from buyout to i.p.o. the bankrate deal of 2009 showed the perils of management buyouts and how management could potentially abuse its position. now it's time to cash out.,3
2945,augusta national app is a trusty stroke for the masters the new masters golf tournament app for the ipad is the perfect playing partner for golf fans during this week's golf tournament from augusta ...,3
2946,"gasoline demand dips even as cost falls: mastercard retail gasoline demand fell last week versus a year earlier, as prices dropped for a second straight week but stayed above 2010 levels, a report by mastercard advisors' spendingpulse showed on tuesday.",3
2947,high rental car gas prices irk many travelers many frequent travelers are convinced rental car companies make a bundle off gasoline. but companies say they sell it as a convenience to cu ...,3
2948,wall street ends at one-month low on euro-debt worries u.s. stocks closed at their lowest levels in a month on monday in a sign of increasing doubt that equity markets can weather recent weakness in global manufacturing and demand.,3
2949,"feds gives positive eco review to u.s.-canada pipeline u.s. officials issued a mostly positive environmental review friday to a controversial, 1,661- mile extension of a u.s.-canadian private pipeline ...",3
2950,cities build airport cities  'aerotropolises'  for growth development projects next door to airports are back in vogue as financially struggling cities look to attract businesses.,3
2951,moody's warns that it might downgrade japan's debt the ratings agency said it was concerned about japan's growth prospects and its ability to reduce its deficit.,3
2952,"sec sues ex-zwirn fund cfo for cash transfers u.s. market regulators on friday sued the former chief financial officer of a multibillion-dollar hedge fund founded by daniel zwirn, accusing him of improperly transferring $870 million between the fund's accounts.",3
2953,"new glencore board to decide on xstrata merger: report bringing swiss miners glencore  and xstrata  together would add value but is not on the agenda at the moment, glencore chief executive ivan glasenberg said in a newspaper interview on saturday.",3
2954,moody's warns that it might downgrade japan's debt the ratings agency said it was concerned about japan's growth prospects and its ability to reduce its deficit.,3
2955,"oil lifted by mideast unrest, libya conflict oil prices rose 1 percent on monday as spreading unrest in the middle east intensified concerns about potential threats to the region's oil supply and u.n.-mandated air strikes...",3
2956,"sec sues ex-zwirn fund cfo for cash transfers u.s. market regulators on friday sued the former chief financial officer of a multibillion-dollar hedge fund founded by daniel zwirn, accusing him of improperly transferring $870 million between the fund's accounts.",3
2957,cities build airport cities  'aerotropolises'  for growth development projects next door to airports are back in vogue as financially struggling cities look to attract businesses.,3
2958,"japan hurts markets, but selling could wane u.s. stocks fell in the aftermath of japan's devastating earthquake on monday, but other than specific industries such as nuclear power, the broad impact on equities was expected...",3
2959,"gm eyes doubling of china sales by 2015 general motors  plans to more than double its sales in china to around 5 million units by 2015, its china head said on monday, unveiling the company's five-year plan for the world's biggest auto market.",3
2960,"mckinsey in uncomfortable rajaratnam trial glare even after former mckinsey &amp; co global head rajat gupta retired in 2007, he used its new york office and had an executive assistant, email address and phone at the elite management consultancy.",3
2961,"homebuilder sentiment slips in april u.s. homebuilder sentiment slipped a notch in april as home prices continued to fall in most areas of the country amid widespread foreclosures, a survey released on monday showed.",3
2962,"gasoline demand dips even as cost falls: mastercard retail gasoline demand fell last week versus a year earlier, as prices dropped for a second straight week but stayed above 2010 levels, a report by mastercard advisors' spendingpulse showed on tuesday.",3
2963,"special report: is buffett's teflon finally wearing off? aside from maybe the odd cheeseburger stain on his tie, nothing much sticks to warren buffett.",3
2964,"lehman targets november 17 to win bankruptcy plan ok lehman brothers holdings inc  said it hopes to win court approval of its reorganization plan in mid-november, more than three years after filing the largest bankruptcy in u.s....",3
2965,moody's warns that it might downgrade japan's debt the ratings agency said it was concerned about japan's growth prospects and its ability to reduce its deficit.,3
2966,"new glencore board to decide on xstrata merger: report bringing swiss miners glencore  and xstrata  together would add value but is not on the agenda at the moment, glencore chief executive ivan glasenberg said in a newspaper interview on saturday.",3
2967,"costly fighter under fire from lawmakers lockheed martin corp's  increasingly costly f-35 joint strike fighter is testing congressional support, with top senators calling on the pentagon to offer alternatives.",3
2968,bankrate's journey from buyout to i.p.o. the bankrate deal of 2009 showed the perils of management buyouts and how management could potentially abuse its position. now it's time to cash out.,3
2969,"gm eyes doubling of china sales by 2015 general motors  plans to more than double its sales in china to around 5 million units by 2015, its china head said on monday, unveiling the company's five-year plan for the world's biggest auto market.",3
2970,"japan hurts markets, but selling could wane u.s. stocks fell in the aftermath of japan's devastating earthquake on monday, but other than specific industries such as nuclear power, the broad impact on equities was expected...",3
2971,"oil lifted by mideast unrest, libya conflict oil prices rose 1 percent on monday as spreading unrest in the middle east intensified concerns about potential threats to the region's oil supply and u.n.-mandated air strikes...",3
2972,"special report: is buffett's teflon finally wearing off? aside from maybe the odd cheeseburger stain on his tie, nothing much sticks to warren buffett.",3
2973,"homebuilder sentiment slips in april u.s. homebuilder sentiment slipped a notch in april as home prices continued to fall in most areas of the country amid widespread foreclosures, a survey released on monday showed.",3
2974,"mckinsey in uncomfortable rajaratnam trial glare even after former mckinsey &amp; co global head rajat gupta retired in 2007, he used its new york office and had an executive assistant, email address and phone at the elite management consultancy.",3
2975,bankrate's journey from buyout to i.p.o. the bankrate deal of 2009 showed the perils of management buyouts and how management could potentially abuse its position. now it's time to cash out.,3
2976,"after quake in japan, a toyota dealer slowly regains its footing the sendai toyopet dealership's recovery effort offers a glimpse into japan's broader quest for something like a return to normalcy.",3
2977,"costly fighter under fire from lawmakers lockheed martin corp's  increasingly costly f-35 joint strike fighter is testing congressional support, with top senators calling on the pentagon to offer alternatives.",3
2978,"brent crude falls on japan pessimism, mideast brent crude fell more than $1 on monday to below $113 on investor pessimism that economic growth will slow in the wake of japan's earthquake and tsunami, while easing unrest in...",3
2979,"lehman targets november 17 to win bankruptcy plan ok lehman brothers holdings inc  said it hopes to win court approval of its reorganization plan in mid-november, more than three years after filing the largest bankruptcy in u.s....",3
2980,r&amp;d spending can be a good sign for potential future growth q: which companies spent the most on r&amp;d in 2010?,3
2981,"k.k.r. venture sells its shale assets for $3.5 billion marathon oil is acquiring 141,000 net acres of shale, 36 producing wells and 10 drilled wells in the eagle ford shale formation in south texas.",3
2982,"oil rises on technicals, libya uncertainy, mideast crude oil prices rose on tuesday in technical, thin trading and lifted by stronger equities and lowered expectations about a quick return of libya's oil exporting capabilities.",3
2983,"in battle of the bulbs, one based on tv tubes the vu1 corporation, a technology start-up in new york, offers an alternative to the harsh light of compact fluorescents and the high price of led lamps.",3
2984,"gasoline demand dips even as cost falls: mastercard retail gasoline demand fell last week versus a year earlier, as prices dropped for a second straight week but stayed above 2010 levels, a report by mastercard advisors' spendingpulse showed on tuesday.",3
2985,"sec sues ex-zwirn fund cfo for cash transfers u.s. market regulators on friday sued the former chief financial officer of a multibillion-dollar hedge fund founded by daniel zwirn, accusing him of improperly transferring $870 million between the fund's accounts.",3
2986,cities build airport cities  'aerotropolises'  for growth development projects next door to airports are back in vogue as financially struggling cities look to attract businesses.,3
2987,"listing gun owners might help criminals the economics of crime suggest that making lists of registered gun owners public would help criminals, an economist writes.",3
2988,"it came out of the viral media swamp an old-time movie mogul will market ""creature"" by connecting with fans on the backroads of the internet.",3
2989,more people ditching home phone for mobile more than one-fourth of u.s. homes have cut the landline and now use cellphones.,3
2990,"warner music suitor's record of deal-making len blavatnik is the leading bidder for the music company. but his last big buyout, of the chemical company lyondell, ended in bankruptcy.",3
2991,"australia's economy contracts most in 20 years annual growth in gross domestic product slowed to 1 percent, down from 2.7 percent. but the outlook is positive, thanks to a strong mining sector and the likely rebound after disasters at home and abroad.",3
2992,"new york manufacturing and employment rise manufacturing in new york state rose to a nine-month high in march, but a sharp slowing in new orders suggested that economic growth could be less robust in future months.",3
2993,"jackpot: 11 stocks turned $10,000 into $100,000 in just two years in early 2009, many stocks were severely depressed as the economy tanked. it's during these dark times for companies that huge money can be made ...",3
2994,"oil falls in low volume as libyan rebels gain ground u.s. crude fell on monday for a third day in the lowest trading volume of the year, as libyan rebels regained key territory and redoubled efforts to resume oil exports from the opec country.",3
2995,"mtv chief to step down viacom said that judy mcgrath, the chief executive and chairwoman of mtv networks, is leaving and that a replacement has not been named.",3
2996,"metro economies grow but job growth slow: report the economies of the biggest u.s. metropolitan areas began to grow again by the end of last year, but the recovery was ""slow, uneven and inconsistent"" and failed to spur much...",3
2997,"oecd sees growth firm, but risks abounding global economic recovery is on track, helped by a stronger united states, but threats ranging from high oil prices to european sovereign debt crises could yet combine to create a bout of stagflation, the oecd said on wednesday.",3
2998,oil falls after libya calls halt to military action oil prices fell on friday after libyan leader muammar gaddafi's government said it would halt military action in response to a u.n. resolution for an immediate ceasefire.,3
2999,"ab inbev beer sales drop on brazil rain, u.s. jobs anheuser-busch inbev , the world's largest brewer, suffered a first drop in beer sales for a year and half as price hikes, rain in brazil and high u.s. unemployment deterred drinkers.",3
3000,"mutual funds report: first quarter how domestic equities fared during troubles abroad, the success of commodities and more.",3
3001,austria backs lagarde for imf job austrian finance minister maria fekter backed french counterpart christine lagarde for the top job at the international monetary fund and threw her weight behind austrian banks in the debate over new capital rules.,3
3002,obama nominates john bryson to be commerce secretary president obama has chosen businessman john bryson to lead the commerce department.,3
3003,"u.s. plans to exempt forex swaps from new rules in a big win for business, the treasury proposed on friday to exempt commonly used foreign exchange swaps and forwards from the most onerous new rules for the derivatives market.",3
3004,"oil rises as yemen unrest escalates, dollar falls oil prices rose on tuesday as unrest in yemen threatened to crimp energy exports from the gulf region and potentially spill over into neighboring saudi arabia.",3
3005,local officials plead to senate not to cut grants cities and counties are pressing the congress to drop proposals that would slash funding for an almost $4 billion federal grant program they say creates thousands of jobs.,3
3006,sec seeks tighter rules for agencies rating debt federal regulators advanced tighter rules wednesday for agencies that rate the debt of companies and governments.,3
3007,"mutual funds report: first quarter how domestic equities fared during troubles abroad, the success of commodities and more.",3
3008,"china pushes u.s. on debt ahead of high-level talks china, wielding its huge dollar holdings, on friday pressed washington to tackle its huge fiscal deficit and said it would raise the issue of discrimination against chinese investors at high-level talks next week.",3
3009,"ab inbev beer sales drop on brazil rain, u.s. jobs anheuser-busch inbev , the world's largest brewer, suffered a first drop in beer sales for a year and half as price hikes, rain in brazil and high u.s. unemployment deterred drinkers.",3
3010,"mtv chief to step down viacom said that judy mcgrath, the chief executive and chairwoman of mtv networks, is leaving and that a replacement has not been named.",3
3011,"apple earnings nearly double, helped by iphone apple on wednesday reported another exceptional quarter, nearly doubling its net income.",3
3012,"it came out of the viral media swamp an old-time movie mogul will market ""creature"" by connecting with fans on the backroads of the internet.",3
3013,"inspectors say greece missed all fiscal targets: magazine greece has missed all fiscal targets agreed under its bailout plan, a mission from an international inspection team found, putting further funding for athens at risk, according to a german magazine.",3
3014,"wal-mart ceo seeing progress in the u.s. business wal-mart stores inc  is making progress bringing items and shoppers back to its u.s. stores, and turning around u.s. sales remains its top priority, president and chief executive mike duke said on tuesday.",3
3015,"detroit's rebound is built on smaller cars the american auto industry has made small cars a central part of its strategy, seeking to capitalize on a shift in the preferences of consumers in an era of high gas prices.",3
3016,"debt ceiling debate may create opportunity for investors investors who have been waiting for a pullback in stock prices have gotten it, partially thanks to the debt ceiling debate.",3
3017,wall street pulls back slightly on growth concerns u.s. stocks dipped in light volume on tuesday as lingering concerns about a slowdown in growth more than offset gains in energy shares.,3
3018,"oil falls in low volume as libyan rebels gain ground u.s. crude fell on monday for a third day in the lowest trading volume of the year, as libyan rebels regained key territory and redoubled efforts to resume oil exports from the opec country.",3
3019,"new york manufacturing and employment rise manufacturing in new york state rose to a nine-month high in march, but a sharp slowing in new orders suggested that economic growth could be less robust in future months.",3
3020,"uruguay economy grew 6.5 percent in 4th-quarter 2010 uruguay's economy grew by 6.5 percent in the last quarter of 2010 compared with the year-earlier period, while full-year growth came in at 8.5 percent, the central bank said on...",3
3021,oil falls after libya calls halt to military action oil prices fell on friday after libyan leader muammar gaddafi's government said it would halt military action in response to a u.n. resolution for an immediate ceasefire.,3
3022,"pending home sales rose 5.1 percent in march pending sales of existing u.s. homes were much stronger than expected in march and a homebuilding company trimmed losses, offering faint glimmers of hope for the depressed u.s. housing market.",3
3023,rajaratnam trial jury rehears fbi phone taps the jury in the closely watched insider trading trial of hedge fund manager raj rajaratnam reheard on monday a dozen fbi phone taps centered on one transaction in the charges against the galleon group founder.,3
3024,"aig sets $9 billion stock offer, less than expected american international group and the treasury said they will sell around $9 billion in aig stock, suggesting the government's exit from its crisis-era investment will be slower and less profitable than originally thought.",3
3025,"debt ceiling debate may create opportunity for investors investors who have been waiting for a pullback in stock prices have gotten it, partially thanks to the debt ceiling debate.",3
3026,"inspectors say greece missed all fiscal targets: magazine greece has missed all fiscal targets agreed under its bailout plan, a mission from an international inspection team found, putting further funding for athens at risk, according to a german magazine.",3
3027,"oil slips on inventory rise, supply threats support oil prices eased on wednesday in choppy, thin trading, pressured by record high stockpiles at the cushing delivery point for u.s. crude even as libya and middle east uncertainty supported oil, which remained on track to end the first-quarter up more than 10 percent.",3
3028,local officials plead to senate not to cut grants cities and counties are pressing the congress to drop proposals that would slash funding for an almost $4 billion federal grant program they say creates thousands of jobs.,3
3029,"oil rises as yemen unrest escalates, dollar falls oil prices rose on tuesday as unrest in yemen threatened to crimp energy exports from the gulf region and potentially spill over into neighboring saudi arabia.",3
3030,sec seeks tighter rules for agencies rating debt federal regulators advanced tighter rules wednesday for agencies that rate the debt of companies and governments.,3
3031,"fidelity: health care overhaul will cut retiree health costs a 65-year-old couple retiring this year will spend $230,000, on average, on medical expenses, down 8% from a year ago, according to fidelity ...",3
3032,boeing to cut 510 jobs as shuttle program winds down boeing co  will lay off about 510 employees in its space exploration division as the united states' space shuttle program draws to a close.,3
3033,"the news, in bright bits the week, with its bite-size articles, the full arc of opinion and a skinny format is growing where other newsweeklies are lagging.",3
3034,w.t.o. rules u.s. subsidies for boeing unfair research grants from nasa used to developed lightweight composites are cited in the world trade organization's report.,3
3035,"nasdaq open to selling amex in nyse bid: source nasdaq omx group inc  told investors it could sell nyse euronext's  american stock exchange and offer a break-up fee to overcome antitrust concerns in its $11.3 billion bid for the big board parent, a source familiar with the situation said on friday.",3
3036,ireland says banks need further 24 billion euros ireland tried to draw a line under its financial crisis on thursday by saying its banks need a further 24 billion euros ($34.11 billion) to withstand further economic shocks.,3
3037,"gm eyes doubling of china sales by 2015 general motors  plans to more than double its sales in china to around 5 million units by 2015, its china head said on monday, unveiling the company's five-year plan for the world's biggest auto market.",3
3038,"oil lifted by mideast unrest, libya conflict oil prices rose 1 percent on monday as spreading unrest in the middle east intensified concerns about potential threats to the region's oil supply and u.n.-mandated air strikes...",3
3039,"japan hurts markets, but selling could wane u.s. stocks fell in the aftermath of japan's devastating earthquake on monday, but other than specific industries such as nuclear power, the broad impact on equities was expected...",3
3040,"price of crude oil falls again, but analysts warn it will remain at lofty levels the price of oil is still almost 30 percent higher than a year ago. 'this is a correction, and not a shift in trend,' one analyst said of the recent fall in prices.",3
3041,"oil jumps to 2-1/2-year highs, posts big q1 gains oil prices jumped to their highest close in 2-1/2 years on thursday in thin end-of-quarter trading that left brent near a record quarterly rise of more than $22 as libya's conflict and middle east unrest kept supply threats in focus and u.s. economic data added lift.",3
3042,"aig's $9 billion offering could be pulled: sources american international group and thetreasury on wednesday said they will sell around $9 billion in aig stock, but sources familiar with the situation said the treasury would pull the sale if it cannot be done profitably.",3
3043,"service sector growth slows in april: ism the pace of growth in the u.s. services sector unexpectedly eased in april to its lowest level since august 2010, according to an industry report released on wednesday.",3
3044,borders to end cafe pact with seattle's best bankrupt bookstore chain borders group inc  plans to end a pact with seattle's best coffee and to begin operating its own in-store cafes as it restructures and tries to become profitable.,3
3045,france's christine lagarde launches bid for imf leadership french finance minister christine lagarde on wednesday launched her bid to lead the international monetary fund.,3
3046,"bank overdraft fees pile up despite fed regulation consumers continue to spend billions on overdraft protection fees, despite a new federal reserve regulation that requires banks to obtain customers' ...",3
3047,"brent crude falls on japan pessimism, mideast brent crude fell more than $1 on monday to below $113 on investor pessimism that economic growth will slow in the wake of japan's earthquake and tsunami, while easing unrest in...",3
3048,"in battle of the bulbs, one based on tv tubes the vu1 corporation, a technology start-up in new york, offers an alternative to the harsh light of compact fluorescents and the high price of led lamps.",3
3049,"oil rises on technicals, libya uncertainy, mideast crude oil prices rose on tuesday in technical, thin trading and lifted by stronger equities and lowered expectations about a quick return of libya's oil exporting capabilities.",3
3050,wall street ends at one-month low on euro-debt worries u.s. stocks closed at their lowest levels in a month on monday in a sign of increasing doubt that equity markets can weather recent weakness in global manufacturing and demand.,3
3051,augusta national app is a trusty stroke for the masters the new masters golf tournament app for the ipad is the perfect playing partner for golf fans during this week's golf tournament from augusta ...,3
3052,"service sector growth slows in april: ism the pace of growth in the u.s. services sector unexpectedly eased in april to its lowest level since august 2010, according to an industry report released on wednesday.",3
